vendor_id,business_name,category,location_type,total_gmv,avg_ticket_size,transaction_count,repeat_customer_rate,refund_rate_estimate,payment_method_mix,revenue_volatility_score,weekend_sales_ratio,late_night_sales_ratio,risk_score
2061,Weaver-Reed,Fashion,pop_up,4085.71,37.14,110,0.5,0.0389,digital_wallet_heavy,0.8543,0.3254,0.0801,0.4325
2062,Johnson-Ellis,Home,standalone,18030.96,81.59,221,0.8462,0.0509,card_dominant,0.8785,0.3889,0.0655,0.2679
2063,Blackburn-Haynes,Food,home_based,9189.44,55.69,165,0.6848,0.0338,mixed,0.5542,0.281,0.2145,0.2786
2064,"Fox, Butler and Montes",Fitness,home_based,3212.14,36.5,88,0.5455,0.0798,card_dominant,0.5162,0.3774,0.1502,0.3544
2065,"Hansen, Allen and Baker",Pets,standalone,11679.2,58.69,199,0.7387,0.0181,mixed,0.8183,0.4074,0.1468,0.2997
2066,Wood-Bond,Beauty,pop_up,18932.6,79.22,239,0.7741,0.0562,digital_wallet_heavy,0.5094,0.5241,0.0654,0.2317
2067,"Curtis, Thompson and Lopez",Beauty,pop_up,8823.87,56.56,156,0.7821,0.067,mixed,0.8584,0.5244,0.2886,0.3007
2068,Thomas Inc,Education,home_based,755.01,22.88,33,0.4848,0.0206,mixed,0.5342,0.5009,0.1954,0.3706
2069,Huber Ltd,Home,mall,4125.87,38.56,107,0.5701,0.0381,mixed,0.4367,0.2634,0.1479,0.3137
2070,"Reyes, Hernandez and Miller",Wellness,pop_up,4424.29,37.49,118,0.661,0.0214,digital_wallet_heavy,0.7141,0.3044,0.0646,0.3187
2071,White-Nelson,Beauty,home_based,5212.4,39.79,131,0.4809,0.0487,mixed,0.6167,0.636,0.1942,0.3975
2072,Stevens-Smith,Tech_Accessories,home_based,8599.36,55.48,155,0.6645,0.0342,card_dominant,0.7621,0.4701,0.0698,0.3304
2073,"Mendoza, Boone and Wright",Education,home_based,4683.81,35.48,132,0.6364,0.0496,card_dominant,0.8356,0.3982,0.1241,0.3638
2074,Pruitt-Hernandez,Pets,mall,1150.76,21.31,54,0.2963,0.02,digital_wallet_heavy,0.306,0.4164,0.1989,0.419
2075,Richmond-Long,Education,pop_up,3349.67,41.35,81,0.6049,0.0156,mixed,0.8577,0.5776,0.1967,0.3738
2076,Lloyd LLC,Fitness,home_based,4202.63,41.2,102,0.4804,0.068,digital_wallet_heavy,0.2561,0.4384,0.2075,0.3314
2077,"Trujillo, Price and Hill",Wellness,pop_up,6945.82,56.01,124,0.7097,0.068,digital_wallet_heavy,0.7484,0.3385,0.2852,0.3152
2078,Wells-Marquez,Tech_Accessories,standalone,19280.45,81.01,238,0.7899,0.0187,card_dominant,0.8126,0.6855,0.0943,0.2732
2079,"Adams, Nelson and Jordan",Pets,home_based,822.17,25.69,32,0.1562,0.0605,digital_wallet_heavy,0.2282,0.4027,0.1791,0.4857
2080,Collins-Hamilton,Fitness,home_based,11366.31,57.7,197,0.5939,0.0506,digital_wallet_heavy,0.8552,0.5361,0.1703,0.3893
2081,Jenkins-Schroeder,Food,mall,7458.49,54.84,136,0.8603,0.0667,card_dominant,0.8654,0.211,0.2956,0.2629
2082,"Burke, Hicks and Lopez",Pets,standalone,22640.26,78.89,287,0.878,0.016,digital_wallet_heavy,0.7701,0.3402,0.083,0.2198
2083,Smith-Galloway,Crafts,mall,1674.48,22.33,75,0.28,0.0408,card_dominant,0.6508,0.3905,0.0636,0.5024
2084,Watson-Winters,Pets,standalone,1283.44,24.22,53,0.1509,0.052,digital_wallet_heavy,0.8317,0.3916,0.1041,0.6065
2085,Smith Ltd,Tech_Accessories,standalone,5217.76,38.09,137,0.5328,0.041,digital_wallet_heavy,0.2339,0.6102,0.2566,0.2927
2086,Price Group,Food,mall,7602.4,53.54,142,0.7113,0.0512,card_dominant,0.4472,0.5999,0.1887,0.2492
2087,Wilson-Robbins,Tech_Accessories,home_based,5255.77,38.09,138,0.5725,0.0678,mixed,0.642,0.5922,0.1996,0.3625
2088,"Schmidt, Boyd and Jones",Fashion,pop_up,6831.92,56.46,121,0.6281,0.039,digital_wallet_heavy,0.8706,0.4706,0.2013,0.3718
2089,Mcgee-Rogers,Tech_Accessories,standalone,10152.21,56.72,179,0.6313,0.0254,card_dominant,0.638,0.4858,0.0962,0.3196
2090,"Mcfarland, Robinson and Bonilla",Wellness,standalone,7638.03,57.86,132,0.6136,0.0142,card_dominant,0.6231,0.5818,0.1809,0.3221
2091,Smith Ltd,Fashion,pop_up,4182.16,36.37,115,0.4087,0.0259,mixed,0.6666,0.2401,0.1605,0.4367
2092,"Kerr, Perez and Moyer",Fitness,standalone,1749.71,23.97,73,0.4247,0.0214,mixed,0.3291,0.3011,0.1467,0.3599
2093,Hill Ltd,Fashion,home_based,4450.07,39.04,114,0.5526,0.0136,mixed,0.4785,0.4559,0.1708,0.3235
2094,"Peterson, Anderson and Farmer",Fashion,mall,9172.8,58.8,156,0.6795,0.0368,mixed,0.7874,0.2727,0.1764,0.3288
2095,Mcdonald-Parker,Crafts,standalone,3386.18,38.05,89,0.6404,0.0143,card_dominant,0.2498,0.4869,0.1915,0.234
2096,"Dawson, Hunt and Jones",Education,mall,7541.37,60.33,125,0.816,0.0715,digital_wallet_heavy,0.5905,0.6799,0.0622,0.2316
2097,"Leblanc, Mora and Butler",Tech_Accessories,pop_up,7693.64,57.42,134,0.8507,0.0169,card_dominant,0.2308,0.2926,0.1853,0.1259
2098,"Hinton, Ross and Sandoval",Wellness,mall,880.99,23.18,38,0.2105,0.0552,card_dominant,0.2319,0.673,0.2605,0.4577
2099,Gonzales-Schneider,Fashion,pop_up,11572.52,58.45,198,0.6869,0.0308,mixed,0.254,0.2849,0.0817,0.2166
2100,"Johnson, Davila and Lawson",Fitness,home_based,5241.65,38.26,137,0.4599,0.0186,card_dominant,0.563,0.3229,0.1395,0.3882
2101,Hall-Martin,Education,mall,9496.15,61.66,154,0.5779,0.0793,card_dominant,0.679,0.6745,0.0856,0.3706
2102,Flowers-Young,Food,mall,1407.16,23.85,59,0.322,0.0367,mixed,0.5883,0.2384,0.051,0.4677
2103,Carr LLC,Wellness,home_based,4571.36,36.28,126,0.627,0.0569,mixed,0.6493,0.4054,0.1724,0.3334
2104,Nelson Ltd,Home,pop_up,11516.34,58.46,197,0.8071,0.0391,mixed,0.2168,0.3677,0.0943,0.1515
2105,Fuller LLC,Beauty,pop_up,866.89,27.09,32,0.2188,0.0169,card_dominant,0.8697,0.4997,0.2322,0.5696
2106,Smith-Anderson,Pets,standalone,3141.84,36.11,87,0.5517,0.0321,mixed,0.4752,0.3185,0.0742,0.3288
2107,Booth Ltd,Pets,home_based,5133.9,38.89,132,0.3864,0.0225,card_dominant,0.7583,0.5388,0.1867,0.4652
2108,Hansen-Sanchez,Food,pop_up,3456.22,36.77,94,0.4574,0.0433,card_dominant,0.8457,0.2364,0.1202,0.4534
2109,Schmidt-Daniels,Fashion,home_based,940.79,24.76,38,0.2368,0.0345,digital_wallet_heavy,0.7477,0.6963,0.1102,0.5415
2110,Harris and Sons,Education,standalone,1278.39,23.67,54,0.2778,0.0712,digital_wallet_heavy,0.7814,0.3123,0.1498,0.5387
2111,"Gill, Moore and Cummings",Fashion,home_based,3662.11,35.55,103,0.6019,0.0387,card_dominant,0.8848,0.2904,0.2498,0.3876
2112,Garrison and Sons,Food,standalone,3395.3,37.73,90,0.5,0.0334,mixed,0.7116,0.41,0.1946,0.4023
2113,Blankenship Ltd,Education,pop_up,3409.13,37.46,91,0.3846,0.0683,card_dominant,0.7629,0.6332,0.0649,0.4808
2114,"Owen, Ortiz and Knight",Home,home_based,7269.27,55.49,131,0.8168,0.0584,mixed,0.298,0.4079,0.1871,0.1687
2115,"Bailey, Campbell and Gonzalez",Tech_Accessories,pop_up,3440.75,36.6,94,0.4468,0.0382,card_dominant,0.5637,0.6983,0.0838,0.4008
2116,Guerra-Hutchinson,Wellness,mall,9511.65,56.62,168,0.5714,0.0573,digital_wallet_heavy,0.4772,0.2665,0.0897,0.3269
2117,Baker LLC,Education,standalone,4638.67,37.41,124,0.3387,0.0764,card_dominant,0.8157,0.6535,0.2979,0.5167
2118,"Miller, Perry and Williams",Beauty,home_based,14415.8,77.92,185,0.8162,0.0246,mixed,0.4488,0.5346,0.171,0.189
2119,"Moore, Valencia and Johnson",Beauty,mall,22950.65,77.8,295,0.8847,0.0393,card_dominant,0.4505,0.4969,0.1939,0.1595
2120,"Lowe, Vasquez and Escobar",Wellness,pop_up,3616.15,39.31,92,0.5543,0.0213,mixed,0.5302,0.4767,0.1926,0.3353
2121,"Wang, Gonzales and Chavez",Fitness,pop_up,3756.89,36.83,102,0.451,0.0247,card_dominant,0.7196,0.2126,0.1387,0.4258
2122,Turner LLC,Food,home_based,5112.57,37.87,135,0.3926,0.0646,mixed,0.5947,0.3306,0.2237,0.442
2123,Skinner-Fox,Home,mall,6945.27,56.93,122,0.8197,0.0497,mixed,0.7574,0.5675,0.2025,0.2565
2124,"Martinez, Johnson and Collins",Home,home_based,1700.53,25.38,67,0.2388,0.0442,mixed,0.2932,0.3307,0.1548,0.4525
2125,Garza Group,Wellness,standalone,762.57,23.83,32,0.3438,0.052,digital_wallet_heavy,0.5596,0.3441,0.0516,0.4556
2126,Patel-Lawrence,Pets,mall,8023.91,59.44,135,0.7259,0.0447,card_dominant,0.3999,0.5673,0.056,0.2304
2127,"Huber, Mccoy and Barrera",Wellness,home_based,1055.65,24.55,43,0.2558,0.0509,mixed,0.859,0.2872,0.1679,0.5592
2128,Ford-Gonzalez,Fashion,pop_up,6899.14,55.19,125,0.68,0.0164,card_dominant,0.638,0.4753,0.1518,0.2925
2129,Kaufman-Snyder,Education,home_based,3437.19,35.43,97,0.4639,0.0465,digital_wallet_heavy,0.8276,0.2981,0.0556,0.4475
2130,Price-Garrison,Crafts,mall,18686.48,78.51,238,0.8824,0.0703,digital_wallet_heavy,0.604,0.6453,0.1992,0.2007
2131,"Young, Smith and Bailey",Pets,home_based,10132.54,57.25,177,0.6949,0.0667,digital_wallet_heavy,0.5008,0.5749,0.2783,0.2727
2132,Burke Inc,Beauty,standalone,8005.2,58.43,137,0.6642,0.05,mixed,0.3265,0.3344,0.0997,0.2482
2133,Randolph-Harper,Education,standalone,3221.92,37.46,86,0.5698,0.0273,card_dominant,0.4145,0.4776,0.197,0.3062
2134,Cantu-Byrd,Tech_Accessories,standalone,10765.29,54.65,197,0.7665,0.0399,mixed,0.6308,0.2408,0.0719,0.2549
2135,"Cohen, Malone and Moody",Beauty,home_based,4936.06,39.49,125,0.464,0.022,mixed,0.5627,0.307,0.1208,0.3871
2136,Peck PLC,Pets,pop_up,7135.21,57.54,124,0.6613,0.038,mixed,0.7683,0.2069,0.2123,0.3344
2137,"Blackwell, Johnson and Clark",Tech_Accessories,standalone,4619.95,36.96,125,0.568,0.0568,digital_wallet_heavy,0.7591,0.6664,0.055,0.3849
2138,Michael-Guzman,Beauty,mall,5097.84,36.68,139,0.446,0.0208,card_dominant,0.8203,0.4293,0.1911,0.4473
2139,Patterson-Martin,Wellness,pop_up,5037.17,37.87,133,0.4962,0.0564,digital_wallet_heavy,0.6753,0.6659,0.2992,0.4039
2140,"Smith, Nguyen and Williams",Fitness,home_based,1764.19,26.33,67,0.2836,0.0604,digital_wallet_heavy,0.4011,0.6399,0.0623,0.4565
2141,Atkinson-Gonzales,Tech_Accessories,mall,14973.99,81.83,183,0.847,0.0262,card_dominant,0.8282,0.3281,0.1052,0.25
2142,"Arnold, Fox and Johnson",Fitness,standalone,4682.31,36.87,127,0.3701,0.0197,card_dominant,0.8014,0.45,0.2187,0.4811
2143,Smith Group,Tech_Accessories,standalone,1394.05,23.23,60,0.3333,0.0267,digital_wallet_heavy,0.7306,0.58,0.1281,0.4875
2144,Wheeler-Contreras,Food,home_based,1200.81,27.29,44,0.1591,0.0387,card_dominant,0.3468,0.6883,0.2114,0.5014
2145,Thomas Inc,Pets,pop_up,4498.43,38.78,116,0.5776,0.0754,digital_wallet_heavy,0.4124,0.5909,0.2415,0.3163
2146,"Morgan, Cameron and Graham",Wellness,standalone,4735.63,37.0,128,0.5625,0.0584,card_dominant,0.8759,0.3968,0.0827,0.4114
2147,"Hill, Koch and Goodman",Pets,pop_up,1578.34,26.75,59,0.3729,0.057,digital_wallet_heavy,0.7105,0.4875,0.1017,0.4728
2148,"Grant, Werner and Burns",Pets,pop_up,20422.07,81.69,250,0.936,0.0453,card_dominant,0.4185,0.4137,0.2113,0.1293
2149,Galvan-Garcia,Fitness,pop_up,9669.58,57.56,168,0.744,0.0622,card_dominant,0.3626,0.4027,0.1173,0.2192
2150,"Burch, Lam and Clark",Crafts,pop_up,3479.21,36.62,95,0.3684,0.0239,card_dominant,0.7484,0.6546,0.1426,0.4726
2151,Campbell-Carroll,Food,mall,9116.54,58.07,157,0.6561,0.0626,mixed,0.8279,0.6231,0.0957,0.3563
2152,Miller-Proctor,Home,pop_up,4918.84,37.55,131,0.6183,0.0769,digital_wallet_heavy,0.4637,0.3696,0.0656,0.3067
2153,Campbell Ltd,Pets,home_based,3545.88,37.33,95,0.5263,0.044,digital_wallet_heavy,0.2763,0.3243,0.1292,0.3053
2154,"George, Rhodes and Hayden",Fitness,mall,3157.17,37.14,85,0.6,0.0666,digital_wallet_heavy,0.8128,0.3512,0.2647,0.3825
2155,"Morrison, Wolf and Byrd",Home,home_based,4241.22,37.87,112,0.4821,0.07,mixed,0.7353,0.2733,0.2226,0.427
2156,Ward-Shepard,Pets,standalone,10940.57,57.58,190,0.7,0.0762,card_dominant,0.6778,0.3658,0.1751,0.3084
2157,"Rose, Harvey and Grant",Food,mall,4980.91,37.17,134,0.7015,0.0552,digital_wallet_heavy,0.5574,0.26,0.128,0.2773
2158,Lutz-Taylor,Education,pop_up,4744.41,36.22,131,0.374,0.0662,card_dominant,0.803,0.2687,0.2881,0.4935
2159,Whitaker-Ramirez,Wellness,mall,4160.41,37.82,110,0.6727,0.033,mixed,0.6636,0.5759,0.253,0.3063
2160,Brown Group,Home,mall,862.28,25.36,34,0.4412,0.0762,digital_wallet_heavy,0.419,0.6293,0.0829,0.3861
2161,King and Sons,Tech_Accessories,pop_up,5004.65,36.8,136,0.3897,0.0594,card_dominant,0.7194,0.5389,0.1131,0.4668
2162,"Sullivan, Boyd and Hull",Crafts,home_based,868.26,23.47,37,0.1892,0.0711,card_dominant,0.3182,0.2268,0.2294,0.4904
2163,Rodriguez Ltd,Tech_Accessories,standalone,4570.28,37.46,122,0.3852,0.0433,mixed,0.7944,0.3917,0.0921,0.4793
2164,Hall Ltd,Wellness,pop_up,11202.68,57.75,194,0.8196,0.0686,card_dominant,0.5842,0.2946,0.2301,0.2276
2165,Ritter-Rios,Crafts,pop_up,4438.08,38.59,115,0.4783,0.0458,mixed,0.623,0.4304,0.2572,0.3992
2166,Lane-Patterson,Food,pop_up,4498.07,39.81,113,0.6549,0.0681,mixed,0.6966,0.2527,0.2597,0.3323
2167,Murray Ltd,Fitness,mall,23815.1,82.69,288,0.8681,0.057,mixed,0.6879,0.3815,0.2698,0.2206
2168,Poole LLC,Pets,standalone,4950.25,38.67,128,0.3906,0.0608,digital_wallet_heavy,0.2788,0.4039,0.2716,0.3787
2169,Costa-Mcintyre,Wellness,home_based,1120.73,24.36,46,0.2826,0.0133,digital_wallet_heavy,0.873,0.5396,0.2078,0.5373
2170,Hernandez PLC,Beauty,standalone,1873.02,23.71,79,0.2785,0.0289,card_dominant,0.3742,0.671,0.1246,0.4443
2171,Johnson PLC,Fashion,pop_up,1632.9,22.68,72,0.4583,0.0643,digital_wallet_heavy,0.4752,0.2696,0.0527,0.3852
2172,Hurley-Ferguson,Food,standalone,1774.26,24.99,71,0.3662,0.0481,digital_wallet_heavy,0.883,0.3846,0.1393,0.5079
2173,Parker LLC,Wellness,standalone,5304.87,38.16,139,0.4964,0.0341,digital_wallet_heavy,0.5644,0.4203,0.27,0.3749
2174,Mcgrath and Sons,Crafts,mall,5154.94,37.9,136,0.5147,0.0454,card_dominant,0.5554,0.2692,0.2957,0.3674
2175,Hawkins and Sons,Home,pop_up,17084.87,78.73,217,0.7972,0.0275,mixed,0.2514,0.5316,0.1988,0.1599
2176,Ayers and Sons,Fitness,pop_up,3765.18,38.03,99,0.5455,0.0391,digital_wallet_heavy,0.4955,0.5925,0.0989,0.3381
2177,"Leon, Warren and York",Wellness,pop_up,1489.12,23.64,63,0.3968,0.0674,digital_wallet_heavy,0.6541,0.4095,0.1645,0.4526
2178,Rodriguez-Wood,Home,standalone,4902.85,37.71,130,0.5923,0.028,card_dominant,0.7265,0.4564,0.1302,0.3576
2179,Fuller Inc,Pets,home_based,7608.35,58.53,130,0.5538,0.0517,mixed,0.897,0.4176,0.2802,0.418
2180,Thompson-Buckley,Wellness,home_based,1437.63,21.78,66,0.3182,0.0342,card_dominant,0.2383,0.3021,0.1547,0.3988
2181,"Hunt, Tucker and Lewis",Pets,mall,14921.37,81.09,184,0.8696,0.0254,card_dominant,0.2002,0.6575,0.261,0.1129
2182,Thornton PLC,Fashion,pop_up,10289.73,54.44,189,0.6772,0.062,card_dominant,0.3175,0.2602,0.0669,0.2435
2183,Martinez-Johnson,Beauty,mall,3265.32,37.11,88,0.3864,0.0607,digital_wallet_heavy,0.8502,0.4153,0.0798,0.495
2184,"Ruiz, Lee and Wright",Fitness,standalone,3570.82,38.4,93,0.4086,0.0459,card_dominant,0.4442,0.3874,0.2053,0.3983
2185,"Howard, Singleton and Becker",Fitness,mall,2949.01,35.53,83,0.5181,0.0603,card_dominant,0.2774,0.2178,0.2986,0.3145
2186,Frederick and Sons,Tech_Accessories,mall,755.3,22.89,33,0.1515,0.0263,digital_wallet_heavy,0.2377,0.2949,0.0597,0.4797
2187,Boyd-Hall,Food,mall,17550.99,85.2,206,0.8738,0.0374,mixed,0.7617,0.3706,0.161,0.2267
2188,Willis Inc,Food,mall,764.8,22.49,34,0.3824,0.0573,card_dominant,0.5562,0.6307,0.2665,0.4372
2189,Miller LLC,Fitness,pop_up,1194.13,24.37,49,0.2653,0.0107,mixed,0.7446,0.4304,0.2972,0.5195
2190,Miller-Johnston,Tech_Accessories,standalone,3572.65,39.26,91,0.4176,0.0438,card_dominant,0.8908,0.5773,0.1122,0.4825
2191,Russell-Myers,Food,standalone,7903.51,58.54,135,0.6889,0.0477,card_dominant,0.8945,0.6288,0.0743,0.3488
2192,May-Wilkinson,Fitness,home_based,3036.11,36.14,84,0.6071,0.0594,digital_wallet_heavy,0.4419,0.2035,0.1509,0.3027
2193,"Powers, Burns and Davis",Pets,home_based,7142.55,58.07,123,0.7561,0.0264,card_dominant,0.7732,0.3687,0.2569,0.2845
2194,"Vasquez, Davis and Jackson",Beauty,home_based,5246.11,37.74,139,0.5683,0.01,digital_wallet_heavy,0.4155,0.3206,0.1084,0.302
2195,"Shaw, Gillespie and Gonzales",Tech_Accessories,home_based,8358.73,60.13,139,0.7986,0.0148,card_dominant,0.331,0.4778,0.1228,0.1713
2196,"Davis, Hopkins and English",Wellness,standalone,4356.4,37.56,116,0.5776,0.0392,card_dominant,0.4638,0.638,0.2763,0.3157
2197,Vega and Sons,Education,home_based,8058.02,57.97,139,0.5755,0.0445,mixed,0.4311,0.2534,0.2884,0.3118
2198,Wells Inc,Tech_Accessories,mall,5122.78,37.67,136,0.4412,0.0142,mixed,0.4084,0.349,0.1301,0.3653
2199,Wilson-Everett,Fashion,standalone,1630.45,25.48,64,0.2969,0.0215,digital_wallet_heavy,0.7482,0.2612,0.2087,0.5076
2200,Montgomery-Pittman,Beauty,pop_up,3892.38,36.04,108,0.537,0.0187,digital_wallet_heavy,0.2494,0.6547,0.0975,0.287
2201,"Harrell, Nash and Gross",Food,pop_up,7561.17,57.28,132,0.8485,0.0675,digital_wallet_heavy,0.5812,0.2389,0.2889,0.2122
2202,Whitehead-Mills,Home,home_based,1121.67,24.93,45,0.4667,0.0273,card_dominant,0.8018,0.2844,0.2635,0.4352
2203,Thomas PLC,Wellness,pop_up,3499.23,36.45,96,0.5208,0.0109,digital_wallet_heavy,0.5582,0.5847,0.2837,0.3545
2204,"Clark, Levy and Yoder",Home,home_based,24059.05,82.96,290,0.831,0.0736,digital_wallet_heavy,0.7737,0.6441,0.0998,0.2613
2205,Adkins-Davila,Food,pop_up,1268.15,23.93,53,0.2453,0.0299,digital_wallet_heavy,0.4023,0.3885,0.1483,0.4668
2206,Abbott-Graham,Wellness,standalone,755.93,25.2,30,0.5333,0.0481,mixed,0.3119,0.5456,0.0919,0.3102
2207,Wade-Alvarado,Food,pop_up,20547.25,81.21,253,0.7708,0.0317,mixed,0.5523,0.5982,0.2349,0.2346
2208,Deleon-Bray,Fashion,pop_up,22324.48,78.61,284,0.8662,0.0552,card_dominant,0.309,0.4735,0.0719,0.1453
2209,Long-Palmer,Crafts,standalone,1290.54,23.05,56,0.4821,0.0364,card_dominant,0.4895,0.2199,0.1185,0.3678
2210,Ellis-Williams,Wellness,standalone,10166.93,59.46,171,0.7076,0.0769,mixed,0.8675,0.3762,0.0608,0.3428
2211,Hicks Group,Home,mall,954.63,21.7,44,0.5227,0.0225,mixed,0.4746,0.6739,0.0853,0.3403
2212,"Brown, Morgan and Hoffman",Pets,pop_up,23350.8,81.08,288,0.8368,0.0634,digital_wallet_heavy,0.2761,0.6906,0.1454,0.1558
2213,"Flores, Romero and Bell",Beauty,standalone,1128.39,24.53,46,0.4348,0.0643,mixed,0.4398,0.5138,0.098,0.3898
2214,"Walker, Campos and Garcia",Food,standalone,626.78,20.22,31,0.7419,0.0202,mixed,0.8566,0.6588,0.2719,0.3064
2215,Nielsen-Richards,Beauty,standalone,1252.06,24.08,52,0.2692,0.0538,mixed,0.7658,0.2345,0.1337,0.5347
2216,Sims and Sons,Fashion,mall,1102.12,23.45,47,0.3617,0.032,mixed,0.645,0.378,0.0871,0.4578
2217,Hernandez-Johnson,Wellness,home_based,8896.94,55.96,159,0.6352,0.0518,mixed,0.7701,0.3911,0.0831,0.352
2218,Baldwin-Lutz,Crafts,standalone,5112.01,38.73,132,0.5076,0.0238,card_dominant,0.3662,0.3499,0.2107,0.3266
2219,Sullivan-Robertson,Fashion,home_based,1550.24,24.61,63,0.3175,0.0521,card_dominant,0.6873,0.3813,0.256,0.4943
2220,"Sanchez, Valenzuela and Soto",Wellness,mall,1538.93,23.32,66,0.3182,0.0243,mixed,0.5283,0.6005,0.095,0.4538
2221,Morales LLC,Education,standalone,3339.24,36.3,92,0.3587,0.0177,card_dominant,0.8186,0.3715,0.221,0.4897
2222,Harrison PLC,Food,standalone,3891.63,38.53,101,0.6238,0.0118,digital_wallet_heavy,0.683,0.3581,0.0639,0.3282
2223,"Robinson, Herrera and Wise",Wellness,standalone,746.1,24.07,31,0.4516,0.0527,mixed,0.3686,0.3934,0.0701,0.3637
2224,"Davidson, Kramer and Chaney",Fitness,home_based,1081.66,25.15,43,0.2558,0.0203,mixed,0.4086,0.2449,0.2777,0.4599
2225,Blake LLC,Tech_Accessories,standalone,4181.07,38.01,110,0.5727,0.0104,card_dominant,0.5387,0.2616,0.1269,0.3245
2226,Santiago Ltd,Crafts,mall,3351.08,35.65,94,0.5851,0.0748,card_dominant,0.3132,0.6829,0.1014,0.2925
2227,"Harris, Meadows and Rodriguez",Fitness,pop_up,8442.68,59.04,143,0.6224,0.0619,digital_wallet_heavy,0.5827,0.6422,0.1885,0.3239
2228,"Goodman, Taylor and Armstrong",Wellness,standalone,4937.09,36.57,135,0.563,0.0474,card_dominant,0.3368,0.2831,0.2791,0.3001
2229,Gonzales-Vazquez,Beauty,standalone,8264.15,57.79,143,0.5315,0.0329,mixed,0.4605,0.5799,0.1347,0.3362
2230,"Castro, Watkins and Horne",Education,home_based,3723.08,39.61,94,0.5532,0.0766,digital_wallet_heavy,0.7165,0.4987,0.2702,0.3897
2231,Daniel Group,Food,pop_up,10173.2,57.15,178,0.618,0.0135,mixed,0.3799,0.4325,0.1067,0.271
2232,Adams-Jenkins,Wellness,home_based,1760.15,25.14,70,0.2571,0.0621,mixed,0.8434,0.4119,0.1355,0.5588
2233,Leonard-Perry,Education,home_based,16467.31,79.94,206,0.8544,0.0773,mixed,0.5114,0.4445,0.1379,0.1983
2234,Mcdaniel and Sons,Tech_Accessories,pop_up,880.4,22.57,39,0.2564,0.0737,mixed,0.5983,0.5811,0.253,0.5136
2235,"Clements, Anderson and Eaton",Food,mall,3459.32,38.44,90,0.5667,0.0339,mixed,0.5036,0.6242,0.1408,0.3275
2236,Martinez-Lowe,Wellness,pop_up,3965.35,36.38,109,0.4679,0.0656,digital_wallet_heavy,0.8587,0.5116,0.2354,0.4575
2237,"Henry, Baker and Martinez",Home,standalone,3550.39,36.98,96,0.625,0.0664,mixed,0.7915,0.3975,0.0628,0.3657
2238,Larson-Olson,Tech_Accessories,home_based,15535.8,80.08,194,0.9278,0.0381,mixed,0.6716,0.4252,0.2372,0.1819
2239,Lane Ltd,Crafts,mall,1481.34,23.89,62,0.1774,0.035,mixed,0.6443,0.2932,0.2373,0.5507
2240,Jones and Sons,Wellness,standalone,1569.96,23.09,68,0.2647,0.0482,digital_wallet_heavy,0.3428,0.346,0.2372,0.4507
2241,Wright-Davis,Food,standalone,4145.3,35.13,118,0.661,0.0438,digital_wallet_heavy,0.3512,0.6836,0.2288,0.2529
2242,"Delgado, Blake and Ford",Crafts,home_based,1103.26,23.98,46,0.2826,0.077,card_dominant,0.499,0.4376,0.2745,0.4816
2243,"Edwards, Ward and Rodriguez",Home,pop_up,3358.75,36.12,93,0.5376,0.0468,digital_wallet_heavy,0.6951,0.3261,0.1617,0.3843
2244,"Mcfarland, Thompson and Foster",Fitness,standalone,3675.27,38.28,96,0.5938,0.0186,mixed,0.3442,0.2005,0.0598,0.2775
2245,Osborne-Carpenter,Wellness,home_based,2984.48,36.85,81,0.5926,0.0784,card_dominant,0.3696,0.5317,0.2598,0.3011
2246,Weber-Smith,Wellness,pop_up,20817.03,79.76,261,0.8927,0.0485,card_dominant,0.3072,0.5641,0.2001,0.1296
2247,Martin Inc,Beauty,standalone,937.53,24.04,39,0.3846,0.0612,digital_wallet_heavy,0.7388,0.6877,0.1934,0.4738
2248,Brown Inc,Education,home_based,5109.38,37.29,137,0.635,0.0339,mixed,0.6539,0.2342,0.2743,0.3234
2249,Tyler-Cunningham,Education,pop_up,9284.93,58.4,159,0.7296,0.0184,mixed,0.4295,0.6079,0.1993,0.2266
2250,Coleman-Wallace,Education,pop_up,1158.63,25.19,46,0.2391,0.0376,digital_wallet_heavy,0.5314,0.6273,0.135,0.498
2251,Duffy-Duarte,Crafts,standalone,4920.77,35.66,138,0.4855,0.0709,mixed,0.2617,0.5884,0.2619,0.3309
2252,"Heath, Horn and Good",Wellness,home_based,1177.97,22.65,52,0.2115,0.0227,digital_wallet_heavy,0.5012,0.2827,0.2267,0.5013
2253,"Pena, Williams and Young",Pets,standalone,3788.03,38.26,99,0.5152,0.0475,card_dominant,0.6447,0.2982,0.1029,0.3856
2254,"Solis, Walker and Stuart",Tech_Accessories,pop_up,3693.38,37.69,98,0.4898,0.0129,digital_wallet_heavy,0.4254,0.4799,0.2645,0.344
2255,Davis Ltd,Food,mall,1971.14,24.95,79,0.3671,0.0567,card_dominant,0.5048,0.6766,0.2298,0.4344
2256,"Swanson, Lopez and Young",Fitness,mall,866.22,24.06,36,0.4444,0.0751,digital_wallet_heavy,0.5693,0.3295,0.0632,0.4142
2257,Holt-Smith,Food,mall,3729.42,35.52,105,0.5905,0.0608,card_dominant,0.2849,0.3514,0.1831,0.28
2258,Warner Group,Tech_Accessories,pop_up,1224.94,22.68,54,0.1667,0.0495,card_dominant,0.6204,0.2831,0.1449,0.5556
