vendor_id,business_name,business_category,price_range,content_format,is_visual_product,image_engagement_score,short_form_video_affinity,premium_affinity_score,trend_sensitivity_score,search_intent_score,conversion_readiness_score,ingredient_awareness_score,routine_complexity_score,purchase_frequency,repeat_purchase_rate,repeat_customer_signal,transaction_conversion_signal,community_engagement_score,local_discovery_score,demand_score,avg_session_time_minutes,price_sensitivity_score,brand_loyalty_score,income_low_ratio,income_mid_ratio,income_high_ratio,age_18_24_ratio,age_25_34_ratio,age_35_50_ratio,age_50_plus_ratio,female_ratio,male_ratio,video_consumption_score,text_engagement_score,ugc_score,influencer_dependency_score,research_time_score,education_content_affinity,platform_fit_score,dense_slice_confidence,niche_signal_score,visual_content_signal,product_category_affinity
102285,Home_Brand_02285,Home,Mid,Text_First,0.4872,0.6832,0.45,0.4608,0.5497,0.6277,0.5077,0.4525,0.5101,Medium,0.4854,0.5709,0.4875,0.6631,0.4105,0.4258,4.18,0.4567,0.4692,0.3102,0.3885,0.3633,0.2305,0.3203,0.295,0.1583,0.5416,0.5634,0.5522,0.583,0.6687,0.2954,0.5542,0.5706,0.8848,0.676,0.5806,0.6363,0.4085
102286,Home_Brand_02286,Home,Mid,Image_First,0.4495,0.7212,0.4069,0.429,0.5252,0.668,0.3755,0.4503,0.4148,Low,0.6069,0.5714,0.4762,0.8135,0.4491,0.5198,7.04,0.5609,0.8116,0.3899,0.4905,0.3364,0.232,0.3744,0.277,0.184,0.491,0.5411,0.4515,0.4025,0.4025,0.3634,0.6017,0.4526,0.6133,0.7332,0.5236,0.6664,0.6555
102287,Tech_Accessories_Brand_02287,Tech_Accessories,Low,Text_First,0.6338,0.4724,0.5473,0.5049,0.4546,0.6858,0.431,0.4971,0.5603,Low,0.4838,0.4893,0.5465,0.4113,0.4704,0.6354,10.78,0.6567,0.3322,0.2408,0.4192,0.3183,0.1986,0.2526,0.3345,0.2291,0.2996,0.5376,0.3974,0.5653,0.4001,0.4223,0.8273,0.5709,0.7259,0.4172,0.4499,0.5091,0.5593
102288,Wellness_Brand_02288,Wellness,Premium,Text_First,0.478,0.7156,0.6042,0.66,0.6267,0.4273,0.4995,0.7405,0.7769,High,0.4336,0.5879,0.5597,0.6053,0.5425,0.5431,4.02,0.4581,0.5327,0.3215,0.4296,0.359,0.1875,0.3122,0.3715,0.2267,0.7104,0.2781,0.4197,0.5198,0.4529,0.5288,0.6239,0.6385,0.6708,0.5685,0.7243,0.4963,0.4722
102289,Food_Brand_02289,Food,Low,Text_First,0.4738,0.3422,0.5395,0.4159,0.5133,0.5502,0.6056,0.648,0.4253,Low,0.8631,0.8307,0.6713,0.7684,0.4908,0.6925,6.7,0.4646,0.4863,0.2937,0.3992,0.2432,0.1882,0.1939,0.3362,0.2769,0.5175,0.4981,0.5072,0.6303,0.9632,0.5551,0.4343,0.5494,0.5872,0.4515,0.6036,0.4173,0.5384
102290,Pets_Brand_02290,Pets,Low,Image_First,0.5804,0.8829,0.4408,0.5017,0.5748,0.527,0.4664,0.4804,0.4532,Medium,0.6448,0.5947,0.5557,0.6808,0.7964,0.3916,10.28,0.4614,0.6927,0.204,0.4131,0.3461,0.1008,0.3376,0.2765,0.1987,0.6551,0.3247,0.3658,0.16,0.3418,0.6121,0.5384,0.5645,0.6183,0.6064,0.6983,0.6149,0.5642
102291,Education_Brand_02291,Education,Premium,Video_First,0.5421,0.6562,0.8198,0.5687,0.8685,0.5648,0.6651,0.5349,0.5325,Low,0.4743,0.5924,0.6198,0.3851,0.3865,0.5577,8.87,0.37,0.5469,0.2818,0.4408,0.2624,0.37,0.4302,0.2627,0.0371,0.4742,0.4572,0.4389,0.3307,0.3804,0.4413,0.668,0.8215,0.5043,0.7222,0.7033,0.4517,0.4137
102292,Fashion_Brand_02292,Fashion,Premium,Image_First,0.7956,0.7268,0.3421,0.6579,0.8523,0.59,0.5041,0.8912,0.878,Medium,0.6447,0.5431,0.5812,0.6517,0.5141,0.4869,3.89,0.7409,0.5053,0.2464,0.5115,0.2901,0.1791,0.316,0.3236,0.1614,0.6782,0.2992,0.6016,0.6344,0.5373,0.3638,0.7474,0.4241,0.7158,0.6643,0.4025,0.7181,0.6634
102293,Education_Brand_02293,Education,Mid,Video_First,0.3353,0.5376,0.7927,0.5473,0.435,0.6286,0.5435,0.441,0.5064,Medium,0.3065,0.4416,0.5577,0.4367,0.4674,0.6168,6.7,0.5546,0.4346,0.3002,0.4002,0.356,0.2192,0.3746,0.2122,0.1143,0.4213,0.5623,0.7889,0.6208,0.3989,0.4376,0.6422,0.7597,0.7162,0.3712,0.6504,0.6915,0.1627
102294,Education_Brand_02294,Education,Mid,Text_First,0.5022,0.4068,0.3659,0.4359,0.5249,0.3502,0.4756,0.4749,0.4661,High,0.7526,0.6364,0.646,0.7495,0.5023,0.645,6.81,0.4467,0.641,0.2982,0.493,0.2921,0.1748,0.3154,0.355,0.1635,0.5255,0.5272,0.4356,0.6319,0.432,0.2455,0.8421,0.7675,0.5277,0.3137,0.5391,0.5123,0.5048
102295,Tech_Accessories_Brand_02295,Tech_Accessories,Low,Video_First,0.5463,0.4933,0.579,0.486,0.5308,0.6932,0.4254,0.5115,0.5021,Low,0.693,0.7146,0.4478,0.7449,0.5733,0.4885,9.87,0.5434,0.7082,0.2883,0.4925,0.224,0.2479,0.2402,0.3098,0.2198,0.4673,0.5139,0.4228,0.5423,0.5135,0.5244,0.7427,0.5337,0.6489,0.8468,0.5756,0.5197,0.5934
102296,Beauty_Brand_02296,Beauty,Premium,Video_First,0.6801,0.7073,0.7239,0.6932,0.5231,0.4764,0.5598,0.6813,0.5903,Medium,0.6913,0.6091,0.7012,0.5396,0.6089,0.7032,10.05,0.6185,0.5147,0.2609,0.4448,0.3302,0.2184,0.3562,0.3359,0.1993,0.6703,0.3253,0.62,0.5304,0.6901,0.4952,0.6202,0.5419,0.8609,0.7417,0.5299,0.6495,0.6687
102297,Food_Brand_02297,Food,Mid,Text_First,0.328,0.3975,0.5176,0.5054,0.3724,0.6041,0.6007,0.4955,0.4998,Low,0.7558,0.7866,0.6734,0.3402,0.5114,0.616,8.92,0.3171,0.6147,0.3356,0.4171,0.2696,0.204,0.3459,0.2724,0.2052,0.5359,0.4941,0.5144,0.7061,0.6342,0.4911,0.5398,0.7446,0.7086,0.5604,0.5436,0.6397,0.3881
102298,Wellness_Brand_02298,Wellness,Mid,Text_First,0.3748,0.4414,0.5327,0.6569,0.4521,0.8381,0.4452,0.5407,0.4968,Low,0.5341,0.4791,0.4041,0.4715,0.5273,0.7302,3.32,0.6236,0.7898,0.2637,0.4049,0.372,0.1869,0.2913,0.3159,0.2284,0.3672,0.6633,0.5333,0.5772,0.4278,0.4413,0.664,0.6604,0.6121,0.4539,0.5577,0.6419,0.5216
102299,Fitness_Brand_02299,Fitness,Low,Video_First,0.6401,0.4775,0.8542,0.6381,0.4299,0.2542,0.4105,0.482,0.609,Low,0.5343,0.543,0.5242,0.4309,0.5704,0.5475,8.04,0.6056,0.3756,0.3141,0.4126,0.3059,0.3367,0.3904,0.2755,0.2088,0.4163,0.4835,0.5323,0.5713,0.5286,0.4741,0.5174,0.7664,0.6227,0.4787,0.6728,0.4428,0.4983
102300,Wellness_Brand_02300,Wellness,Premium,Image_First,0.4442,0.6436,0.5239,0.6633,0.398,0.557,0.5223,0.9084,0.8159,Medium,0.5697,0.6957,0.6435,0.5248,0.6181,0.7248,4.28,0.5267,0.6125,0.1593,0.4862,0.4011,0.2414,0.3069,0.3293,0.1776,0.7169,0.371,0.5421,0.3359,0.443,0.4312,0.7657,0.6234,0.6333,0.6273,0.4652,0.6118,0.4961
102301,Fashion_Brand_02301,Fashion,Low,Text_First,0.896,0.7483,0.2059,0.4992,0.7801,0.6322,0.4831,0.3443,0.38,Low,0.5451,0.5161,0.5105,0.5983,0.5218,0.6686,7.33,0.4159,0.6011,0.3522,0.4352,0.2494,0.2002,0.2768,0.3767,0.1855,0.5242,0.5263,0.5765,0.9421,0.5971,0.5959,0.5358,0.7529,0.6617,0.5715,0.6521,0.5752,0.6779
102302,Home_Brand_02302,Home,Mid,Video_First,0.437,0.59,0.5684,0.5833,0.4332,0.6065,0.5775,0.4102,0.2836,Medium,0.973,0.6384,0.5957,0.8144,0.4375,0.5717,7.18,0.5751,0.8307,0.248,0.3899,0.3725,0.2081,0.2709,0.2796,0.1483,0.4356,0.441,0.4421,0.4837,0.4482,0.4294,0.835,0.5142,0.7876,0.5236,0.4887,0.4688,0.5156
102303,Food_Brand_02303,Food,Premium,Image_First,0.7817,0.9012,0.5685,0.7105,0.4933,0.4995,0.4454,0.6465,0.8227,High,0.7201,0.5452,0.5433,0.3591,0.5475,0.6146,11.92,0.5353,0.493,0.346,0.4593,0.3112,0.2291,0.3164,0.3103,0.1496,0.6667,0.2923,0.5004,0.591,0.579,0.4975,0.608,0.5106,0.6265,0.6477,0.6127,0.5952,0.7321
102304,Wellness_Brand_02304,Wellness,Premium,Image_First,0.618,0.6745,0.5674,0.7666,0.594,0.4697,0.4134,1.0,0.9232,Low,0.4027,0.3502,0.6361,0.5595,0.4634,0.6167,9.64,0.3917,0.6684,0.2562,0.4421,0.3133,0.265,0.2425,0.3056,0.2493,0.6106,0.3245,0.4419,0.5534,0.4874,0.3848,0.6053,0.6406,0.8453,0.72,0.4786,0.6913,0.5085
102305,Education_Brand_02305,Education,Low,Text_First,0.4841,0.484,0.8081,0.5415,0.5101,0.5053,0.8317,0.5785,0.572,High,0.5684,0.8365,0.7292,0.6799,0.503,0.6458,8.36,0.4221,0.5576,0.3103,0.4124,0.2963,0.2732,0.4321,0.2069,0.0639,0.529,0.4955,0.685,0.8786,0.5866,0.5247,0.7402,0.9922,0.6691,0.365,0.6308,0.7017,0.6755
102306,Fashion_Brand_02306,Fashion,Mid,Text_First,0.7836,0.7935,0.2582,0.6391,0.6998,0.5647,0.5517,0.5291,0.6764,High,0.3301,0.5371,0.4826,0.5432,0.3709,0.6453,9.51,0.4679,0.4039,0.3025,0.4352,0.2582,0.1979,0.2211,0.2539,0.1487,0.4874,0.5309,0.5737,0.8305,0.5025,0.531,0.4941,1.0,0.8773,0.4278,0.6805,0.8289,0.5792
102307,Crafts_Brand_02307,Crafts,Mid,Image_First,0.5513,0.8575,0.6052,0.3852,0.5094,0.6452,0.5296,0.5576,0.2908,Medium,0.5552,0.5408,0.5691,0.6464,0.5697,0.5885,7.25,0.5823,0.5756,0.3035,0.4153,0.3243,0.2338,0.37,0.2986,0.1715,0.7119,0.3169,0.5502,0.2114,0.7862,0.6032,0.3828,0.6833,0.8148,0.6977,0.5014,0.605,0.6012
102308,Education_Brand_02308,Education,Mid,Text_First,0.3516,0.4328,0.4894,0.5745,0.3792,0.5587,0.5469,0.4109,0.533,High,0.5753,0.6324,0.414,0.8121,0.5202,0.5709,3.45,0.5506,0.5518,0.3242,0.3461,0.3126,0.1718,0.2825,0.3957,0.232,0.4464,0.5691,0.557,0.8076,0.8146,0.4975,0.7025,0.6879,0.7591,0.4427,0.7166,0.7018,0.4871
102309,Beauty_Brand_02309,Beauty,Mid,Image_First,0.7771,0.7097,0.4797,0.5395,0.4384,0.5741,0.3046,0.536,0.5028,Medium,0.6198,0.6351,0.5017,0.3948,0.4272,0.531,7.16,0.4335,0.7172,0.317,0.4647,0.275,0.2127,0.2762,0.3207,0.213,0.5163,0.6179,0.4374,0.5764,0.4866,0.3611,0.6267,0.7787,0.6959,0.4249,0.5587,0.5072,0.6804
102310,Fitness_Brand_02310,Fitness,Low,Video_First,0.6721,0.7477,0.7906,0.3649,1.0,0.411,0.5266,0.4458,0.4427,Medium,0.5857,0.6372,0.5722,0.4927,0.5643,0.5544,3.07,0.4391,0.5074,0.3185,0.4523,0.286,0.33,0.3044,0.1996,0.0938,0.4972,0.5147,0.8223,0.3081,0.6652,0.628,0.4355,0.3993,0.9418,0.5654,0.7878,0.7332,0.6229
102311,Pets_Brand_02311,Pets,Low,Video_First,0.4132,0.5025,0.7309,0.4387,0.4074,0.4614,0.6771,0.2895,0.5336,High,0.848,0.8564,0.5577,0.8336,0.6375,0.6738,5.25,0.6189,0.7157,0.3448,0.4472,0.3318,0.3092,0.4105,0.1702,0.1563,0.4821,0.4849,0.7807,0.3794,0.585,0.5314,0.6087,0.4901,0.773,0.6589,0.5889,0.5213,0.5548
102312,Wellness_Brand_02312,Wellness,Mid,Video_First,0.5238,0.3312,0.5363,0.521,0.426,0.5211,0.4944,0.4763,0.5029,High,0.7177,0.7405,0.6022,0.5156,0.4655,0.7612,10.49,0.5708,0.6936,0.2621,0.4158,0.2824,0.2555,0.3243,0.2657,0.2281,0.5128,0.5197,0.3922,0.4079,0.3576,0.5548,0.4503,0.6672,0.6006,0.8714,0.6599,0.4908,0.7252
102313,Home_Brand_02313,Home,Mid,Text_First,0.4252,0.6803,0.6358,0.4621,0.4608,0.722,0.6636,0.3753,0.4328,Medium,0.4087,0.6011,0.5359,0.7183,0.3962,0.647,11.43,0.5004,0.5329,0.2994,0.4471,0.2292,0.187,0.3219,0.4312,0.2344,0.561,0.4883,0.4621,0.577,0.9312,0.4653,0.6605,0.8932,0.7052,0.4222,0.6259,0.6304,0.6082
102314,Tech_Accessories_Brand_02314,Tech_Accessories,Mid,Video_First,0.4173,0.6477,0.4867,0.7444,0.524,0.5989,0.5427,0.7576,0.4191,Low,0.5776,0.5404,0.5393,0.575,0.2779,0.7846,10.16,0.6403,0.4944,0.2455,0.4289,0.3486,0.2454,0.2888,0.2707,0.1905,0.6496,0.2802,0.6056,0.4612,0.4419,0.542,0.623,0.5265,0.7265,0.4643,0.5066,0.5052,0.4262
102315,Food_Brand_02315,Food,Mid,Image_First,0.4398,0.8145,0.4968,0.5349,0.5188,0.4426,0.4001,0.519,0.5861,Low,0.7705,0.6732,0.434,0.6983,0.6497,0.6184,9.75,0.5158,0.5345,0.2502,0.4112,0.2771,0.1983,0.2741,0.3023,0.2359,0.6819,0.3641,0.4566,0.0808,0.5858,0.3998,0.478,0.5779,0.6031,0.5339,0.7863,0.5946,0.5212
102316,Pets_Brand_02316,Pets,Premium,Text_First,0.4217,0.4857,0.558,0.4579,0.4488,0.7806,0.462,0.4808,0.6758,High,0.7584,0.7942,0.5154,0.639,0.4488,0.5419,3.05,0.535,0.5459,0.2589,0.4424,0.2593,0.1773,0.33,0.3443,0.1958,0.3644,0.6942,0.664,0.8144,0.5015,0.48,0.9603,0.5928,0.7838,0.5444,0.6123,0.5755,0.7158
102317,Crafts_Brand_02317,Crafts,Low,Text_First,0.6057,0.4397,0.5422,0.4543,0.4289,0.5325,0.4246,0.6581,0.5068,Low,0.4979,0.4904,0.661,0.7237,0.535,0.5739,7.67,0.495,0.489,0.3306,0.3841,0.2539,0.1879,0.2914,0.2855,0.1752,0.4421,0.4772,0.6156,0.5416,0.8301,0.4133,0.5772,0.6065,0.4914,0.5853,0.4836,0.5673,0.5487
102318,Crafts_Brand_02318,Crafts,Premium,Image_First,0.5601,0.5774,0.4701,0.6593,0.5994,0.4091,0.3984,0.4475,0.5738,Low,0.5041,0.4412,0.3802,0.7623,0.5047,0.5672,10.48,0.3637,0.4043,0.2553,0.4787,0.2421,0.2398,0.3355,0.3932,0.1924,0.5398,0.5326,0.4619,0.4371,0.9393,0.5324,0.5633,0.6271,0.5099,0.6197,0.6253,0.5889,0.4365
102319,Beauty_Brand_02319,Beauty,Low,Image_First,0.8471,0.802,0.7606,0.4657,0.6771,0.5103,0.5334,0.5421,0.5945,Medium,0.4646,0.5273,0.5064,0.5524,0.586,0.6555,10.89,0.3007,0.5094,0.2945,0.4886,0.301,0.2292,0.3867,0.1991,0.1085,0.5083,0.5071,0.6535,0.2854,0.6056,0.5883,0.7118,0.2828,0.7481,0.6045,0.4459,0.6651,0.4644
102320,Pets_Brand_02320,Pets,Low,Video_First,0.4792,0.5293,0.5085,0.4822,0.4707,0.3787,0.4,0.6756,0.4537,Low,0.6176,0.7733,0.5607,0.7656,0.582,0.2934,5.3,0.4148,0.7402,0.2342,0.4744,0.2069,0.2298,0.2494,0.3761,0.2209,0.4925,0.5016,0.5209,0.3632,0.79,0.6362,0.7325,0.6983,0.6397,0.4804,0.6004,0.6072,0.4628
102321,Education_Brand_02321,Education,Low,Text_First,0.4852,0.6241,0.172,0.4021,0.5247,0.4602,0.4496,0.5712,0.4823,High,0.4566,0.6132,0.4181,0.5181,0.445,0.5766,9.0,0.591,0.3577,0.294,0.3955,0.3287,0.1804,0.2952,0.3467,0.2845,0.5358,0.4709,0.4072,0.7705,0.6233,0.462,0.5821,0.988,0.7258,0.6241,0.7287,0.5318,0.3558
102322,Beauty_Brand_02322,Beauty,Low,Image_First,0.7162,0.8567,0.4769,0.6973,0.6885,0.2934,0.6114,0.6874,0.8129,Low,0.4937,0.7349,0.5656,0.5187,0.5773,0.5593,4.48,0.394,0.5599,0.2582,0.4154,0.2882,0.1836,0.2687,0.2469,0.2103,0.6084,0.3377,0.6095,0.3278,0.4979,0.4548,0.7472,0.555,0.7449,0.3786,0.6248,0.6889,0.6891
102323,Food_Brand_02323,Food,Premium,Image_First,0.4986,0.7672,0.5204,0.8245,0.6059,0.6151,0.4736,0.7186,0.4539,Medium,0.547,0.6014,0.5289,0.495,0.4252,0.4268,9.83,0.5146,0.4418,0.2336,0.4384,0.3358,0.23,0.2572,0.3313,0.1919,0.7116,0.3787,0.5621,0.5548,0.7641,0.4457,0.6479,0.4049,0.6406,0.5643,0.5028,0.6076,0.5191
102324,Pets_Brand_02324,Pets,Low,Image_First,0.5952,0.4394,0.5388,0.4313,0.5052,0.451,0.5279,0.3942,0.3864,Medium,0.6461,0.619,0.6076,0.6739,0.47,0.6083,8.55,0.6081,0.668,0.3153,0.4428,0.32,0.2358,0.3173,0.361,0.127,0.439,0.3925,0.289,0.4055,0.845,0.5138,0.3841,0.5763,0.6342,0.6458,0.6547,0.4885,0.436
102325,Beauty_Brand_02325,Beauty,Low,Image_First,0.6701,0.6708,0.3348,0.7106,0.541,0.4846,0.3994,0.9016,0.8029,Low,0.4785,0.5503,0.5524,0.585,0.5214,0.6522,10.46,0.5713,0.4543,0.2366,0.3971,0.3097,0.2814,0.3351,0.3017,0.1945,0.714,0.3783,0.4377,0.3815,0.5922,0.3455,0.7401,0.3522,0.5745,0.5141,0.5414,0.6419,0.5627
102326,Education_Brand_02326,Education,Low,Text_First,0.5779,0.7387,0.4911,0.6817,0.532,0.5033,0.4505,0.7865,0.5673,High,0.6066,0.715,0.6619,0.4083,0.4843,0.4673,6.31,0.5374,0.466,0.2385,0.4603,0.3306,0.2426,0.2967,0.3097,0.2004,0.7234,0.3848,0.5209,0.6679,0.5003,0.411,0.6019,0.7122,0.74,0.4751,0.5443,0.5359,0.5416
102327,Fashion_Brand_02327,Fashion,Low,Image_First,0.9026,0.6944,0.914,0.3241,0.8547,0.6451,0.5945,0.5731,0.4825,Medium,0.5225,0.6073,0.4061,0.5385,0.5144,0.4447,6.03,0.5415,0.5323,0.2577,0.3073,0.214,0.3105,0.3504,0.2788,0.1389,0.5487,0.4169,0.4553,0.2816,0.4406,0.6557,0.5452,0.36,0.6309,0.4812,0.6921,0.7051,0.6786
102328,Wellness_Brand_02328,Wellness,Mid,Text_First,0.5508,0.6897,0.5747,0.7397,0.4497,0.4321,0.5541,0.73,0.5472,Low,0.5448,0.463,0.6444,0.4462,0.3962,0.8163,6.33,0.5959,0.6058,0.2756,0.4456,0.3343,0.0683,0.3431,0.3033,0.1806,0.6964,0.339,0.5248,0.499,0.4279,0.5413,0.5889,0.6714,0.5425,0.5858,0.6174,0.6121,0.6131
102329,Fitness_Brand_02329,Fitness,Low,Video_First,0.4174,0.6323,0.7657,0.432,0.4136,0.6329,0.5444,0.4158,0.5305,High,0.7141,0.6703,0.5789,0.824,0.515,0.6056,4.32,0.3429,0.4965,0.3374,0.4363,0.2101,0.1627,0.3049,0.3687,0.1599,0.4861,0.5339,0.7036,0.618,0.7207,0.5052,0.3439,0.8254,0.8122,0.5281,0.3238,0.7104,0.4939
102330,Fitness_Brand_02330,Fitness,Low,Video_First,0.4529,0.5239,0.7059,0.3988,0.3704,0.5552,0.7406,0.6669,0.3293,Medium,0.58,0.5638,0.7,0.4597,0.5487,0.6785,3.87,0.5439,0.6515,0.2646,0.4411,0.2769,0.2838,0.3023,0.3385,0.1084,0.5875,0.4949,0.8013,0.4716,0.5407,0.5052,0.4638,0.6634,0.6414,0.4707,0.5722,0.4032,0.4898
102331,Beauty_Brand_02331,Beauty,Mid,Image_First,0.6574,0.9596,0.3918,0.7151,0.4589,0.4722,0.4117,0.4028,0.6242,High,0.5488,0.7484,0.4699,0.3202,0.6845,0.5766,6.98,0.4985,0.535,0.2113,0.5075,0.3369,0.209,0.2546,0.2464,0.1273,0.5934,0.4276,0.6886,0.2247,0.6496,0.5455,0.5783,0.3516,0.7989,0.4855,0.5512,0.6361,0.5629
102332,Pets_Brand_02332,Pets,Mid,Text_First,0.5418,0.4303,0.5486,0.4831,0.5658,0.5911,0.5671,0.5215,0.3906,High,0.8742,0.6787,0.6711,0.8413,0.611,0.4654,10.77,0.6343,0.7971,0.3383,0.5296,0.3647,0.1806,0.3024,0.3075,0.2174,0.4483,0.5449,0.411,0.4993,0.5043,0.2917,0.5167,0.5718,0.5825,0.5528,0.5531,0.4789,0.525
102333,Food_Brand_02333,Food,Mid,Text_First,0.3771,0.4157,0.6815,0.533,0.526,0.6824,0.5029,0.5344,0.4918,High,0.649,0.6762,0.7314,0.5634,0.3377,0.5188,7.72,0.3834,0.4623,0.2702,0.4122,0.3031,0.1575,0.2943,0.3247,0.2228,0.5318,0.5479,0.465,0.511,0.7396,0.4202,0.4314,0.7841,0.5838,0.7501,0.6801,0.5211,0.6088
102334,Pets_Brand_02334,Pets,Mid,Image_First,0.517,0.9082,0.4655,0.4908,0.515,0.4938,0.5585,0.5974,0.508,High,0.66,0.5561,0.6709,0.6966,0.5494,0.5825,11.76,0.4015,0.6236,0.1972,0.4418,0.3623,0.1948,0.366,0.3767,0.2121,0.6613,0.3507,0.5898,0.1557,0.578,0.6273,0.5164,0.5883,0.5984,0.5309,0.5446,0.613,0.4895
102335,Food_Brand_02335,Food,Mid,Video_First,0.5033,0.5467,0.3746,0.5137,0.4787,0.4866,0.4789,0.4057,0.5477,Low,0.811,0.73,0.6648,0.6664,0.417,0.6548,8.51,0.471,0.8451,0.2515,0.4417,0.2093,0.2882,0.2935,0.3013,0.1857,0.4543,0.4508,0.6658,0.5493,0.7216,0.3931,0.5276,0.5643,0.6384,0.6224,0.5706,0.5062,0.4459
102336,Food_Brand_02336,Food,Premium,Text_First,0.4381,0.5789,0.2851,0.5492,0.4825,0.4414,0.5612,0.5047,0.4213,High,0.7181,0.599,0.7853,0.5877,0.4685,0.642,7.85,0.5856,0.5288,0.2759,0.4267,0.2262,0.206,0.3022,0.2969,0.1709,0.5311,0.4056,0.5413,0.8864,0.6861,0.6151,0.5143,0.7658,0.6072,0.5539,0.5874,0.5262,0.5314
102337,Home_Brand_02337,Home,Low,Image_First,0.4755,0.7954,0.552,0.5472,0.4894,0.581,0.596,0.4319,0.5628,High,0.7742,0.685,0.6652,0.6984,0.3637,0.4484,4.85,0.5077,0.6313,0.2957,0.4716,0.292,0.2599,0.2394,0.3307,0.2133,0.4496,0.4682,0.5844,0.4554,0.5591,0.5672,0.5752,0.6094,0.6666,0.6962,0.7551,0.7223,0.5379
102338,Home_Brand_02338,Home,Mid,Text_First,0.4835,0.6275,0.5137,0.4808,0.5652,0.6549,0.4872,0.4405,0.5322,Medium,0.3477,0.3086,0.5775,0.744,0.6458,0.3161,6.16,0.5854,0.4281,0.2427,0.4598,0.2456,0.1926,0.2727,0.3965,0.1935,0.5349,0.38,0.2826,0.4381,0.9704,0.4724,0.6544,0.8799,0.5139,0.6902,0.692,0.6395,0.6544
102339,Education_Brand_02339,Education,Premium,Text_First,0.4847,0.4265,0.5729,0.4815,0.4534,0.8286,0.4973,0.589,0.4356,Medium,0.3071,0.3216,0.4076,0.4222,0.4523,0.7623,7.83,0.494,0.6235,0.3136,0.4382,0.2614,0.2139,0.2277,0.3022,0.1958,0.3466,0.6948,0.4798,0.5922,0.631,0.5374,0.7428,0.8095,0.7685,0.4932,0.6356,0.5406,0.5724
102340,Education_Brand_02340,Education,Low,Text_First,0.3801,0.7429,0.1674,0.3634,0.5874,0.4618,0.5076,0.5646,0.4591,Medium,0.5804,0.5628,0.5339,0.4474,0.4374,0.4702,9.76,0.4474,0.5785,0.208,0.4706,0.2872,0.1802,0.2633,0.2348,0.1862,0.4668,0.4468,0.4944,0.9792,0.5287,0.5058,0.7229,0.7737,0.644,0.6839,0.7822,0.5556,0.5266
102341,Education_Brand_02341,Education,Mid,Text_First,0.4496,0.5149,0.6492,0.5265,0.6153,0.5258,0.4301,0.5778,0.4983,Low,0.5473,0.598,0.5399,0.9924,0.45,0.6874,11.5,0.3725,0.5916,0.2687,0.4365,0.2799,0.2261,0.3274,0.3644,0.1604,0.4726,0.4964,0.4471,0.6452,1.0,0.649,0.8006,0.792,0.6699,0.6066,0.7392,0.5735,0.2794
102342,Tech_Accessories_Brand_02342,Tech_Accessories,Mid,Text_First,0.5179,0.6416,0.6396,0.5487,0.4361,0.8218,0.6371,0.4963,0.5637,Medium,0.5069,0.5609,0.4918,0.6339,0.5492,0.4474,10.59,0.3399,0.4996,0.299,0.4541,0.4059,0.2608,0.3368,0.2584,0.1916,0.3396,0.7033,0.4899,0.5826,0.4346,0.4987,0.9609,0.6254,0.5841,0.5279,0.6337,0.5144,0.5774
102343,Home_Brand_02343,Home,Premium,Text_First,0.4034,0.7139,0.5478,0.4692,0.473,0.7781,0.435,0.639,0.5697,Low,0.5903,0.5529,0.4338,0.5108,0.5528,0.5712,4.62,0.4836,0.532,0.2169,0.4359,0.3065,0.1965,0.2718,0.328,0.1256,0.3505,0.6204,0.5377,0.4969,0.4056,0.451,0.6851,0.4719,0.6779,0.4882,0.618,0.6642,0.5682
102344,Crafts_Brand_02344,Crafts,Mid,Text_First,0.2176,0.5688,0.4178,0.6484,0.4253,0.4813,0.4173,0.3664,0.3869,Low,0.4838,0.5497,0.4551,0.6809,0.3925,0.5995,7.12,0.4567,0.5151,0.3079,0.4673,0.2186,0.1893,0.2869,0.326,0.1803,0.5778,0.5014,0.4083,0.5612,0.7413,0.4504,0.4597,0.6008,0.6625,0.6395,0.622,0.6603,0.2472
102345,Fashion_Brand_02345,Fashion,Mid,Image_First,0.6015,0.7365,0.5627,0.6541,0.821,0.4378,0.6575,0.6432,0.4929,Low,0.4417,0.5322,0.597,0.4399,0.7647,0.6302,9.85,0.3698,0.4754,0.2628,0.3959,0.3412,0.1968,0.354,0.3435,0.1477,0.5907,0.3165,0.5139,0.225,0.5937,0.6341,0.4772,0.634,0.6532,0.6058,0.7172,0.6184,0.4571
102346,Fitness_Brand_02346,Fitness,Low,Video_First,0.6017,0.6849,0.7711,0.814,0.5664,0.4847,0.7017,0.8127,0.8729,Medium,0.5537,0.7107,0.6491,0.3941,0.5784,0.6114,6.11,0.6152,0.493,0.2606,0.397,0.2601,0.2173,0.2507,0.2133,0.1586,0.6126,0.4112,0.6646,0.4635,0.4583,0.5459,0.7012,0.5093,0.8252,0.4009,0.5984,0.631,0.7393
102347,Wellness_Brand_02347,Wellness,Mid,Text_First,0.5843,0.4415,0.6105,0.6107,0.4668,0.4824,0.6307,0.5353,0.4578,High,0.8001,0.6423,0.7334,0.6754,0.6031,0.7854,8.56,0.5908,0.7109,0.2353,0.3548,0.2233,0.1624,0.3317,0.3804,0.1929,0.5229,0.4718,0.5439,0.6187,0.5267,0.4131,0.494,0.8705,0.6932,0.4079,0.6794,0.5989,0.4806
